id,type,name,phone,address,latitude,longitude,nptype,nptypename,purpose,mission
290088499,法人教會,財團法人金湖鎮召會,082-326610,金門縣金湖鎮林森路13號,24.441289608835,118.41683799685,NP200,法人教會,,
290088565,法人教會,財團法人福建省金門縣沙美基督長老教會,082-352705,金門縣金沙鎮沙美122號,24.491554117323,118.41174026265,NP200,法人教會,,
290088913,法人教會,財團法人金門基督教會,082-325326,金門縣金城鎮珠浦北路30號,24.433794353748,118.31755313624,NP200,法人教會,,
290088913,法人教會,財團法人金門基督教會,082-325326,金門縣金城鎮珠浦北路30號,24.433794353748,118.31755313624,NP200,法人教會,,
290088765,法人教會,財團法人竹北市召會,03-5777414,新竹縣竹北市文昌街52號,24.835850464213,121.00110934903,NP200,法人教會,,
290088601,法人教會,財團法人台灣基督長老教會客家宣教中會,03-5992442,新竹縣湖口鄉民族街200號,24.905169250601,121.04690280891,NP200,法人教會,,
290088561,法人教會,財團法人台灣基督長老教會新竹中會,03-5612321,新竹縣竹北市中正東路366號,24.836415461195,121.00995880893,NP200,法人教會,,
290088614,法人教會,財團法人基督教新竹靈糧堂,03-5719126,新竹縣竹北市嘉勤南路86號5樓,24.821622086903,121.01515712875,NP200,法人教會,,
290088445,法人教會,財團法人竹東鎮召會,03-5963006,新竹縣竹東鎮東昇路41號,24.71990065796,121.09923354831,NP200,法人教會,,
290088512,法人教會,財團法人台灣基督長老教會客家宣教中會,03-5624843,新竹縣竹北市六家五路一段189號,24.808517024699,121.02737914898,NP200,法人教會,,
290088514,法人教會,財團法人台灣省新竹縣基督教改革宗長老會竹東教會,03-5941686,新竹縣竹東鎮幸福路132號,24.723085880645,121.09073330369,NP200,法人教會,,
290088356,法人教會,財團法人新豐教會聚會所,03-5593605,新竹縣新豐鄉坑子口上坑村1鄰105之21號2樓,,,,,,
290088387,法人教會,財團法人天主教聖衣會,03-5922104,新竹縣芎林鄉五股林新鳳村5鄰19號,,,,,,
290088411,法人教會,財團法人新竹縣基督教客家福音協會,03-5945546,新竹縣竹東鎮自強路58號1樓,24.747499337532,121.08157603637,NP200,法人教會,,
290088801,法人教會,財團法人新竹縣天主教耶蘇聖心烏蘇拉傳教修女會,03-5595131,新竹縣湖口鄉民族街愛勢村142號,24.903795127018,121.04607696524,NP200,法人教會,,
290088802,法人教會,財團法人新竹縣湖口鄉召會,03-5694915,新竹縣湖口鄉信全街27巷21號,24.899471776756,121.04122814816,NP200,法人教會,,
290088827,法人教會,耶穌基督後期聖徒教會竹南支會,037-474043,苗栗縣竹南鎮中美里7鄰21之1號,24.685526497932,120.86006329182,NP200,法人教會,,
290088989,法人教會,財團法人台灣基督教神召會竹南神召會,037-472543,苗栗縣竹南鎮和平街正南里14鄰58號,,,,,,
290089167,法人教會,北苗天主堂,037-261175,苗栗縣苗栗市長安街15號,24.569666980238,120.82561862905,NP200,法人教會,,
290089235,法人教會,基督復臨安息日會台灣區會苗栗教會,037-369160,苗栗縣苗栗市新東街286號,24.549353837781,120.82390248108,NP200,法人教會,,
290089290,法人教會,苗栗市召會,037-335770,苗栗縣苗栗市勵志街15號,24.560815370634,120.82439497391,NP200,法人教會,,
290088355,法人教會,基督教造橋教會,037-633567,苗栗縣造橋鄉朝陽村10鄰93號,24.652894086467,120.86808946259,NP200,法人教會,,
290088441,法人教會,東河基督長老教會,037-825079,苗栗縣南庄鄉東河村6鄰6號,24.596830600084,121.04402781617,NP200,法人教會,,
290088376,法人教會,臺灣基督長老教會蓬萊基督長老教會,037-822873,苗栗縣南庄鄉大湳蓮萊村14鄰20號,,,,,,
290088377,法人教會,財團法人中華基督教行道會西湖平安堂,037-920466,苗栗縣西湖鄉埔頂東村7-35號,,,,,,
290088386,法人教會,努呼路瑪基督長老教會,037-962300,苗栗縣泰安鄉大安象鼻村5鄰29-1號,,,,,,
290088385,法人教會,大興神召會,037-990072,苗栗縣泰安鄉南灣大興村7鄰11號,,,,,,
290089346,法人教會,天主教新竹教區苑裡耶穌聖心堂,037-861049,苗栗縣苑裡鎮世界路苑南里12號,24.440441221241,120.65704302176,NP200,法人教會,,
290088421,法人教會,財團法人台灣基督長老教會客家區會銅鑼教會,037-982110,苗栗縣銅鑼鄉平陽路朝陽村28號,24.491423264263,120.78864118058,NP200,法人教會,,
290088433,法人教會,司馬限基督長老教會,037-995698,苗栗縣泰安鄉司馬限中興村5鄰16-2號,,,,,,
290088432,法人教會,士林真耶蘇教會,037-962070,苗栗縣泰安鄉馬那邦士林村4鄰13-2號,,,,,,
290088449,法人教會,大安神召會,037-962420,苗栗縣泰安鄉大安象鼻村6鄰16號,,,,,,
290088448,法人教會,士林基督長老教會,037-358141,苗栗縣泰安鄉士林村4鄰10號,24.346055286819,120.92837435306,NP200,法人教會,,
290088468,法人教會,頭份天主堂,037-663141,苗栗縣頭份市中華路834號,24.682439391573,120.90487130575,NP200,法人教會,,
290088463,法人教會,基督教大興新使徒教會,037-996823,苗栗縣泰安鄉高熊卡大興村2鄰12號,,,,,,
290088462,法人教會,馬巴督安基督長老教會,037-334471,苗栗縣泰安鄉清安村7鄰168號,24.433924813217,120.93235587941,NP200,法人教會,,
290088469,法人教會,財團法人台灣省苗栗縣頭份教會聚會所,037-660103,苗栗縣頭份市東興路165巷24號,24.683022700551,120.90190566178,NP200,法人教會,,
290088472,法人教會,財團法人天主教新竹區耶蘇瑪利亞聖心修女會,037-250741,苗栗縣頭屋鄉中山街頭屋村4鄰22號,,,,,,
290088488,法人教會,台灣基督長老教會頭份教會,037-665381,苗栗縣頭份市中央路67號,24.688443053047,120.90551501465,NP200,法人教會,,
290088481,法人教會,東江真耶穌教會,037-822340,苗栗縣南庄鄉南江村25鄰50號,24.574257079139,120.98537701104,NP200,法人教會,,
290088474,法人教會,基層福音差傳會大西教會,037-544675,苗栗縣造橋鄉迼橋鄉大西村14鄰6-11號,,,,,,
290088506,法人教會,財團法人台灣省苗栗縣中華基督徒祈禱院,037-635135,苗栗縣造橋鄉談文村3鄰3號,24.640589979891,120.84826498387,NP200,法人教會,,
290088516,法人教會,三灣天主堂,037-832430,苗栗縣三灣鄉三灣村民治街28號,24.657310031472,120.95813903817,NP200,法人教會,,
