id,type,name,phone,address,latitude,longitude,nptype,nptypename,purpose,mission
290178731,寺廟,天后宮,08-3622336,連江縣南竿鄉仁愛村14號,26.142519664377,119.92511686698,NP300,寺廟,,
290180165,寺廟,五靈公廟,08-3655022,連江縣北竿鄉橋仔村50-1號,26.233706324638,119.99387070139,NP300,寺廟,,
290178732,寺廟,白馬大王廟,08-3622132,連江縣南竿鄉馬祖村40號,26.159345809374,119.91884578019,NP300,寺廟,,
290181162,寺廟,趙大王廟,093-3059937,連江縣莒光鄉西坵坤坵港旁,,,,,,
290177685,寺廟,大王廟,08-3622336,連江縣南竿鄉仁愛村14號,26.142519664377,119.92511686698,NP300,寺廟,,
290177588,寺廟,天母宮,08-3625279,連江縣南竿鄉四維村83-1號,26.169506411544,119.91860442203,NP300,寺廟,,
290180414,寺廟,白馬尊王廟,08-3689369,連江縣莒光鄉福正村福正港下方,25.965129720629,119.98109534623,NP300,寺廟,,
290171974,寺廟,老頭將軍廟,08-3622336,連江縣南竿鄉仁愛村14號,26.142519664377,119.92511686698,NP300,寺廟,,
290178407,寺廟,白馬大王廟,0933-931882,連江縣北竿鄉橋仔村152號,26.24339612562,119.99600773372,NP300,寺廟,,
290180691,寺廟,熾坪境福德宮,08-3688039,連江縣莒光鄉大坪村14號,25.959850952449,119.97330932004,NP300,寺廟,,
290177587,寺廟,天后宮,08-3625408,連江縣南竿鄉津沙村52號,26.145886791153,119.91311697962,NP300,寺廟,,
290177140,寺廟,趙元帥廟,08-3655022,連江縣北竿鄉上村芹壁村92號旁,26.221974345981,119.98310784803,NP300,寺廟,,
290174618,寺廟,天后宮,08-3655022,連江縣北竿鄉芹壁村53號,26.224046435498,119.98246752296,NP300,寺廟,,
290174098,寺廟,天上聖母廟,08-3688045,連江縣莒光鄉福正村燈塔下方,25.965129720629,119.98109534623,NP300,寺廟,,
290177686,寺廟,白馬尊王廟,08-3622333,連江縣南竿鄉清水村127號,26.153876933216,119.93811012301,NP300,寺廟,,
290178626,寺廟,龍角峰五靈公廟,08-3655597,連江縣北竿鄉芹壁村90號,26.223475358433,119.98449154368,NP300,寺廟,,
290181204,寺廟,有求必應廟,08-3688188,連江縣莒光鄉青帆村青帆水井旁,25.971738535549,119.93341164519,NP300,寺廟,,
290180843,寺廟,天后宮,08-3688118,連江縣莒光鄉田沃村85高地下方,25.976692408846,119.93979607847,NP300,寺廟,,
290180413,寺廟,玄天上帝廟,08-3688039,連江縣莒光鄉大埔石刻旁,,,,,,
290177505,寺廟,半天陳夫人廟,08-3625309,連江縣南竿鄉復興村204號,26.163126168702,119.95069646829,NP300,寺廟,,
290180874,寺廟,白馬尊王廟,08-3655423,連江縣北竿鄉坂里村95號,26.213285912025,119.97072062794,NP300,寺廟,,
290181146,寺廟,威武陳將軍廟,08-3688143,連江縣莒光鄉青帆村港口旁,25.971738535549,119.93341164519,NP300,寺廟,,
290176188,寺廟,廣玄宮,08-3655348,連江縣北竿鄉塘岐村273-4號,26.224258427861,119.99921178801,NP300,寺廟,,
290175435,寺廟,天后宮,08-3688160,連江縣莒光鄉青帆村辦公處旁,25.971738535549,119.93341164519,NP300,寺廟,,
290180412,寺廟,五靈公廟,08-3689146,連江縣莒光鄉田沃村105號旁,25.976694381417,119.94035620774,NP300,寺廟,,
290177176,寺廟,蕭王府廟,08-3655413,連江縣北竿鄉塘岐村66號,26.223693668835,119.99761317537,NP300,寺廟,,
290173545,寺廟,道祖廟,08-3622865,連江縣南竿鄉介壽村387號前方,26.15181120744,119.94460495757,NP300,寺廟,,
290172107,寺廟,玄壇公廟,08-3655356,連江縣北竿鄉橋仔村100號,26.234606834833,119.99338147217,NP300,寺廟,,
290175784,寺廟,胡將軍廟,08-3688160,連江縣莒光鄉青帆村山海一家旁,25.971738535549,119.93341164519,NP300,寺廟,,
290179933,寺廟,蕭大哥廟,08-3688204,連江縣莒光鄉田沃村下田沃,25.976692408846,119.93979607847,NP300,寺廟,,
290177589,寺廟,高王爺廟,08-3625193,連江縣南竿鄉清水村11號,26.146588152516,119.93712515866,NP300,寺廟,,
290173098,寺廟,泰山府,08-3676371,連江縣東引鄉樂華村58號上方,26.366745895242,120.48755811813,NP300,寺廟,,
290175169,寺廟,娘娘廟,08-3689013,連江縣莒光鄉大坪村老人活動中心旁,25.959321750885,119.97392193772,NP300,寺廟,,
290172701,寺廟,張將軍廟,08-3677310,連江縣東引鄉中柳村燈塔旁,26.367129725147,120.48679106123,NP300,寺廟,,
290175785,寺廟,老頭大王廟,08-3688039,連江縣莒光鄉大埔石刻旁,,,,,,
290178408,寺廟,玄天上帝,08-3655523,連江縣北竿鄉橋仔村101號,26.23466853497,119.99349721688,NP300,寺廟,,
290181176,寺廟,李哪吒三太子廟,08-3655466,連江縣北竿鄉坂里村93號,26.21490127146,119.97336242076,NP300,寺廟,,
290178678,寺廟,孫三將軍廟,08-3622132,連江縣南竿鄉馬祖村40號,26.159345809374,119.91884578019,NP300,寺廟,,
290177549,寺廟,白馬尊王廟,08-3622295,連江縣南竿鄉介壽村41號,26.16018231457,119.95210687381,NP300,寺廟,,
290172021,寺廟,安寧廟,08-3676181,連江縣東引鄉樂華村中柱橋上方,26.367002592425,120.48678996932,NP300,寺廟,,
290179275,寺廟,忠義廟,08-3677369,連江縣東引鄉中柳村136號,26.377257897057,120.47890219138,NP300,寺廟,,
290171795,寺廟,牛峰境,08-3625309,連江縣南竿鄉復興村204號,26.163126168702,119.95069646829,NP300,寺廟,,
290181110,寺廟,天后宮,08-3655423,連江縣北竿鄉坂里村94號,26.213562124368,119.97282452976,NP300,寺廟,,
290172709,寺廟,關帝廟,08-3676181,連江縣東引鄉樂華村東堤右側山坡上方,26.367002592425,120.48678996932,NP300,寺廟,,
290180355,寺廟,上惠林女帥宮,08-3655420,連江縣北竿鄉橋仔村17號,26.23495746616,119.99511191943,NP300,寺廟,,
290176187,寺廟,楊公八使廟,08-3655581,連江縣北竿鄉后沃村22號,26.223712298845,120.00700125984,NP300,寺廟,,
290177590,寺廟,天后宮,08-3622043,連江縣南竿鄉馬祖村4-1號,26.159358192963,119.92009308659,NP300,寺廟,,
290174719,寺廟,白馬尊王廟,08-3655022,連江縣北竿鄉橋仔村79號旁,26.234530712523,119.99543537245,NP300,寺廟,,
290175341,寺廟,探花府田元帥,08-3655522,連江縣北竿鄉橋仔村50-1號,26.233706324638,119.99387070139,NP300,寺廟,,
290175181,寺廟,白馬尊王,09-19919773,連江縣莒光鄉福正村大埔港下方,25.965129720629,119.98109534623,NP300,寺廟,,
290177177,寺廟,山西靈台公廟,08-3655505,連江縣北竿鄉橋仔村120號,26.235139658266,119.99361736297,NP300,寺廟,,
290177212,寺廟,周大王廟,08-3688130,連江縣莒光鄉田沃村老人活動中心旁,25.976692408846,119.93979607847,NP300,寺廟,,
290174073,寺廟,華光大帝廟,08-3622632,連江縣南竿鄉福沃村工會旁,26.158887689053,119.94536081946,NP300,寺廟,,
290173099,寺廟,天后宮,08-3676181,連江縣東引鄉中柳村1號下方,26.367129725147,120.48679106123,NP300,寺廟,,
290175622,寺廟,平水尊王廟,0932-107945,連江縣北竿鄉白沙村41號,26.206633908962,119.96911161067,NP300,寺廟,,
290176269,寺廟,五福天仙府,08-3655509,連江縣北竿鄉塘岐村23號,26.218839952883,119.99002651392,NP300,寺廟,,
290175560,寺廟,代天府白少爺廟,08-3677189,連江縣東引鄉樂華村海埔新生地旁,26.367002592425,120.48678996932,NP300,寺廟,,
290173028,寺廟,三君子廟,08-3622336,連江縣南竿鄉仁愛村56-1號,26.141937932459,119.92524180763,NP300,寺廟,,
290172325,寺廟,邱元帥陳春蘭大姐廟,08-3625135,連江縣南竿鄉介壽村79號,26.157763507442,119.95255909679,NP300,寺廟,,
290174617,寺廟,水部尚書公府,08-3655566,連江縣北竿鄉塘岐村261-3號,26.223943507915,119.99963683399,NP300,寺廟,,
290173803,寺廟,璇璣廟,08-3677313,連江縣東引鄉中柳村50號旁,26.367748900241,120.48676961869,NP300,寺廟,,
290171938,寺廟,白馬文武大王廟,08-3622065,連江縣南竿鄉馬祖村52號,26.159283485039,119.91860417409,NP300,寺廟,,
290173425,寺廟,玄天上帝廟,08-3622703,連江縣南竿鄉珠螺村34號,26.158050449264,119.92970060219,NP300,寺廟,,
290178005,寺廟,白馬尊王廟,08-3622703,連江縣南竿鄉珠螺村34號,26.158050449264,119.92970060219,NP300,寺廟,,
290172944,寺廟,白馬尊王廟,08-3676181,連江縣東引鄉華村浮動碼頭旁,,,,,,
290178205,寺廟,白馬尊王廟,08-3622632,連江縣南竿鄉福沃村57號,26.157863240427,119.94444359295,NP300,寺廟,,
290174324,寺廟,彣大王廟,08-3688161,連江縣莒光鄉西坵村1-3號,25.974671628136,119.93047365959,NP300,寺廟,,
290180441,寺廟,棲隱堂,093-2758090,金門縣金沙鎮西園里108號,24.510056890447,118.4028859285,NP300,寺廟,,
290171653,寺廟,仰雙巖,082-373188,金門縣金城鎮大古崗古城里1號,24.432902041171,118.31742831898,NP300,寺廟,,
290177331,寺廟,北極殿,082-351836,金門縣金沙鎮西園里浯坑32-1號,24.504977934089,118.40972950041,NP300,寺廟,,
290178650,寺廟,外武廟,082-321244,金門縣金城鎮光前路西門里86號,24.433193225815,118.31485511471,NP300,寺廟,,
290178229,寺廟,金蓮淨苑,082-325260,金門縣金城鎮民權路70巷1-1號,24.433168624399,118.31337891535,NP300,寺廟,,
290177917,寺廟,李光前將軍廟,082-329234,金門縣金寧鄉西浦頭安美村101號,24.480483804563,118.31093434559,NP300,寺廟,,
290181386,寺廟,獅山寺,082-352866,金門縣金沙鎮山后上堡85-2號,24.480130332133,118.42807326856,NP300,寺廟,,
290172679,寺廟,天官府,082-326708,金門縣金城鎮古區賢庵里28號,,,,,,
290180531,寺廟,聖安廟,03-9964306,宜蘭縣蘇澳鎮中山路２段聖湖里211巷25-1號,24.606247460539,121.82522443377,NP300,寺廟,,
290180496,寺廟,延平廟,03-9305819,宜蘭縣壯圍鄉忠孝村順和路7號,24.757854001422,121.80605311794,NP300,寺廟,,
290179156,寺廟,慶安堂,03-9775022,宜蘭縣頭城鎮西四巷城北里2號,24.858772010251,121.82391077509,NP300,寺廟,,
290179253,寺廟,漢聖宮,03-9966823,宜蘭縣蘇澳鎮南成里新化巷36號,24.580082838734,121.86252978727,NP300,寺廟,,
290179871,寺廟,大南澳天后宮,03-9981949,宜蘭縣蘇澳鎮朝陽里潮陽路44號,24.445965988672,121.80046188878,NP300,寺廟,,
290179922,寺廟,紫雲寺,03-9305171,宜蘭縣壯圍鄉美城村大福路三段449號,24.768445704558,121.77280364778,NP300,寺廟,,
290175763,寺廟,福德廟,03-9592969,宜蘭縣冬山鄉東城村東城路42號邊,24.625426963858,121.80403339347,NP300,寺廟,,
290178754,寺廟,湧泉福德廟,03-9581944,宜蘭縣冬山鄉鹿埔村松樹路29巷22號旁,24.651499314562,121.7505488383,NP300,寺廟,,
290180919,寺廟,福德廟（樹林里）,03-9566289,宜蘭縣羅東鎮文林路130號（原竹林段864地號）,24.682334009541,121.76086963368,NP300,寺廟,,
290180096,寺廟,福德祀,03-0000000,宜蘭縣員山鄉湖北村大湖路117號之11,24.743230855383,121.69335922422,NP300,寺廟,,
290180435,寺廟,玄威廟,03-9304903,宜蘭縣壯圍鄉忠孝村壯六路25號-1,24.750673233815,121.8085535741,NP300,寺廟,,
290181201,寺廟,順和協天廟,03-9305025,宜蘭縣壯圍鄉忠孝村順和路47號,24.764907598566,121.79988457479,NP300,寺廟,,
290173960,寺廟,烏石港福德廟,03-9773494,宜蘭縣頭城鎮港口里(路)27號,24.87134255648,121.83575795592,NP300,寺廟,,
290171209,寺廟,順天府池府王爺廟,03-9776535,宜蘭縣頭城鎮頂埔路頂埔里一段250號,24.84614181451,121.81486524767,NP300,寺廟,,
290176791,寺廟,福德宮,03-9775515,宜蘭縣頭城鎮頂埔里第一段77號,24.845470362867,121.81929435951,NP300,寺廟,,
290176459,寺廟,鎮安廟,03-9251598,宜蘭縣壯圍鄉美福村美福路三段92巷2號,24.72526809193,121.78041850611,NP300,寺廟,,
290176461,寺廟,福德廟,03-0000000,宜蘭縣壯圍鄉新社村新社路23-10號,24.79404762119,121.80665189811,NP300,寺廟,,
290179020,寺廟,丸山福德正神,03-9581729,宜蘭縣冬山鄉丸山路丸山村145號,24.641875691606,121.76069713621,NP300,寺廟,,
290180244,寺廟,開漳聖王廟,03-9362711,宜蘭縣宜蘭市負郭路二五巷二六號,24.752691002242,121.74585009384,NP300,寺廟,,
290174703,寺廟,竹林福德廟,03-9544702,宜蘭縣羅東鎮公正段853地號,24.678176493473,121.77220910394,NP300,寺廟,,
290174582,寺廟,昭安宮,03-9961585,宜蘭縣蘇澳鎮內埤路南建里119號,24.577508443041,121.86801477577,NP300,寺廟,,
290174106,寺廟,武荖坑福德廟,03-0000000,宜蘭縣蘇澳鎮武荖坑路新城里71號,24.612890938581,121.81203939691,NP300,寺廟,,
290175036,寺廟,山前三興宮,03-9223875,宜蘭縣員山鄉新城路同樂村115-9號,24.762075404946,121.73207749796,NP300,寺廟,,
290173512,寺廟,董慶寺,03-9776238,宜蘭縣頭城鎮港口里(路)100號,24.875413034336,121.83958581504,NP300,寺廟,,
290174016,寺廟,東港大眾爺廟,03-9385697,宜蘭縣壯圍鄉東港村廍後路1號,24.717274994702,121.82777811173,NP300,寺廟,,
290179025,寺廟,圓通寺,"03-9881134    9884321",宜蘭縣頭城鎮二城路二城里121號,24.855388126435,121.78036932624,NP300,寺廟,,
290177005,寺廟,玉雲宮,03-9231228,宜蘭縣員山鄉再連路中華村35之6號,24.71280640382,121.67276279021,NP300,寺廟,,
290179157,寺廟,武營里福德廟,03-9772497,宜蘭縣頭城鎮青雲路武營里三段323巷39號,24.860958755192,121.82639540035,NP300,寺廟,,
290179902,寺廟,武當祖廟台灣第一行宮外澳接天宮,03-9774061,宜蘭縣頭城鎮外澳里濱海路二段1巷21號,24.879782507988,121.84097848941,NP300,寺廟,,
290180451,寺廟,正覺寺,03-9953211,宜蘭縣蘇澳鎮新城南路2-1號,24.615235224154,121.82128573411,NP300,寺廟,,
290181821,寺廟,振安宮,03-9381285,宜蘭縣壯圍鄉復興村壯濱路二段448號,24.748397272098,121.81638624073,NP300,寺廟,,
290170140,寺廟,照光寺,03-9280362,宜蘭縣礁溪鄉開蘭路吳沙村148號,24.791005348466,121.7530665335,NP300,寺廟,,
290174977,寺廟,威靈廟,03-9779388,宜蘭縣頭城鎮協天路大坑里686巷48號,24.858751742688,121.83215790223,NP300,寺廟,,
290174167,寺廟,福安宮,03-9518687,宜蘭縣羅東鎮西安街2號,24.668672625955,121.75661798651,NP300,寺廟,,
290174704,寺廟,伏聖宮,03-9225732,宜蘭縣員山鄉坡城路枕山村2-36號,24.771740487379,121.70972566561,NP300,寺廟,,
290173563,寺廟,鎮安宮,03-9771397,宜蘭縣頭城鎮竹安里頭濱路一段462號,24.821273185164,121.82065412578,NP300,寺廟,,
290174527,寺廟,福德祠,03-0000000,宜蘭縣員山鄉大湖路湖北村19號附近,24.74438448827,121.70151933564,NP300,寺廟,,
290174769,寺廟,玉皇宮,03-9504480,宜蘭縣羅東鎮月眉路508號,24.668983791767,121.78733426458,NP300,寺廟,,
290178793,寺廟,鎮安宮,03-9583036,宜蘭縣冬山鄉松樹路鹿埔村22號,24.650997001636,121.75067109578,NP300,寺廟,,
290177387,寺廟,聖安宮,03-9902873,宜蘭縣蘇澳鎮大同南巷永榮里五號,24.622849973358,121.83386016565,NP300,寺廟,,
290176211,寺廟,萬善祠,03-0000000,宜蘭縣員山鄉大安路逸仙村40號附近(鼻頭角戲水區山上),24.730999133821,121.69863956682,NP300,寺廟,,
290174202,寺廟,三聖廟,03-9358537,宜蘭縣宜蘭市東後街二號,24.76051231426,121.75380927601,NP300,寺廟,,
290176210,寺廟,三鬮二慈惠寺,03-9221771,宜蘭縣員山鄉三鬮路35巷11號,24.737754192099,121.7220554294,NP300,寺廟,,
290174983,寺廟,北天宮,03-9778209,宜蘭縣頭城鎮更新路更新里150之6號,24.907091417428,121.85478643347,NP300,寺廟,,
290176438,寺廟,國聖廟,03-9902578,宜蘭縣蘇澳鎮頂寮路頂寮里19巷40號,24.645002962189,121.83204217974,NP300,寺廟,,
290176440,寺廟,永安宮(嶺腳),03-9906475,宜蘭縣蘇澳鎮嶺腳路港邊里104號,24.583850400702,121.84649136669,NP300,寺廟,,
290179446,寺廟,慶安廟,03-9223615,宜蘭縣員山鄉枕山路枕山村61號,24.768545161003,121.71866206393,NP300,寺廟,,
290177297,寺廟,慈安寺,03-9383129,宜蘭縣宜蘭市慈安路七七號,24.760358095188,121.76410600418,NP300,寺廟,,
290180904,寺廟,震安宮,03-9981052,宜蘭縣蘇澳鎮南澳路南強里2號,24.462451012225,121.8060241642,NP300,寺廟,,
290177004,寺廟,福德祠,03-0000000,宜蘭縣員山鄉大安路逸仙村79號附近,24.738435447425,121.7018607755,NP300,寺廟,,
290173076,寺廟,金斗公廟,03-9789548,宜蘭縣頭城鎮外澳里濱海路二段586號,24.893766588463,121.8576706245,NP300,寺廟,,
290178592,寺廟,鎮安廟,03-9960471,宜蘭縣蘇澳鎮海邊路南安里77號,24.58329026419,121.86699998067,NP300,寺廟,,
290176340,寺廟,永安廟,03-9308157,宜蘭縣壯圍鄉大福路三段423巷51號,24.768858812617,121.77531926643,NP300,寺廟,,
290181140,寺廟,昭應宮,03-9353536,宜蘭縣宜蘭市中山路三段106號,24.757550274358,121.7527837575,NP300,寺廟,,
290179255,寺廟,丁軍廟,03-9951851,宜蘭縣蘇澳鎮聖愛路聖湖里133-1號,24.604603265789,121.83474740142,NP300,寺廟,,
290180694,寺廟,開興廟,03-9304822,宜蘭縣宜蘭市七張路二號,24.763628417743,121.77518237114,NP300,寺廟,,
290177243,寺廟,白雲寺,03-9965505,宜蘭縣蘇澳鎮冷泉路蘇北里9號,24.600638554079,121.84987440378,NP300,寺廟,,
290181563,寺廟,萬善祠,03-9501115,宜蘭縣五結鄉季新村新店路邊,24.673025245514,121.82848649906,NP300,寺廟,,
290181740,寺廟,羅東震安宮,03-9552610,宜蘭縣羅東鎮中正路35號,24.673539454454,121.770495357,NP300,寺廟,,
290181742,寺廟,逸仙福德廟,03-0000000,宜蘭縣員山鄉大安路逸仙村51號,24.733027981606,121.69841725456,NP300,寺廟,,
